股票代號,名稱,成交量,成交金額,開盤價,最高價,最低價,收盤價,漲跌價,成交筆數,RSI,KD,MACD,SMA,Momentum,籌碼集中度
2612,中航,1243422,0,0.00,0.00,0.00,59.70,0.00,0,124.34,5.97,54.70,34.85,60.89,1243.42
2613,中櫃,276857,0,0.00,0.00,0.00,23.95,0.00,0,27.69,2.40,18.95,16.98,24.43,276.86
2614,東森,1130715,0,0.00,0.00,0.00,21.20,0.00,0,113.07,2.12,16.20,15.60,21.62,1130.71
2615,萬海,6413724,0,0.00,0.00,0.00,74.30,0.00,0,641.37,7.43,69.30,42.15,75.79,6413.72
2616,山隆,99964,0,0.00,0.00,0.00,13.60,0.00,0,10.00,1.36,8.60,11.80,13.87,99.96
2617,台航,637343,0,0.00,0.00,0.00,30.60,0.00,0,63.73,3.06,25.60,20.30,31.21,637.34
2618,長榮航,24557583,0,0.00,0.00,0.00,38.10,0.00,0,2455.76,3.81,33.10,24.05,38.86,24557.58
2630,亞航,3009750,0,0.00,0.00,0.00,54.10,0.00,0,300.98,5.41,49.10,32.05,55.18,3009.75
2633,台灣高鐵,5473107,0,0.00,0.00,0.00,26.85,0.00,0,547.31,2.69,21.85,18.43,27.39,5473.11
2634,漢翔,9226936,0,0.00,0.00,0.00,56.50,0.00,0,922.69,5.65,51.50,33.25,57.63,9226.94
2636,台驊控股,258052,0,0.00,0.00,0.00,66.50,0.00,0,25.81,6.65,61.50,38.25,67.83,258.05
2637,慧洋-KY,2890642,0,0.00,0.00,0.00,70.70,0.00,0,289.06,7.07,65.70,40.35,72.11,2890.64
2642,宅配通,73392,0,0.00,0.00,0.00,25.40,0.00,0,7.34,2.54,20.40,17.70,25.91,73.39
2645,長榮航太,6100503,0,0.00,0.00,0.00,172.50,0.00,0,610.05,17.25,167.50,91.25,175.95,6100.50
2646,星宇航空,3736692,0,0.00,0.00,0.00,23.15,0.00,0,373.67,2.31,18.15,16.57,23.61,3736.69
2701,萬企,539249,0,0.00,0.00,0.00,10.95,0.00,0,53.92,1.09,5.95,10.47,11.17,539.25
2702,華園,15094,0,0.00,0.00,0.00,11.85,0.00,0,1.51,1.19,6.85,10.93,12.09,15.09
2704,國賓,89076,0,0.00,0.00,0.00,44.00,0.00,0,8.91,4.40,39.00,27.00,44.88,89.08
2705,六福,132212,0,0.00,0.00,0.00,16.25,0.00,0,13.22,1.62,11.25,13.12,16.57,132.21
2706,第一店,114305,0,0.00,0.00,0.00,12.80,0.00,0,11.43,1.28,7.80,11.40,13.06,114.31
2707,晶華,111261,0,0.00,0.00,0.00,188.00,0.00,0,11.13,18.80,183.00,99.00,191.76,111.26
2712,遠雄來,21002,0,0.00,0.00,0.00,17.35,0.00,0,2.10,1.74,12.35,13.68,17.70,21.00
2722,夏都,34132,0,0.00,0.00,0.00,24.80,0.00,0,3.41,2.48,19.80,17.40,25.30,34.13
2723,美食-KY,632107,0,0.00,0.00,0.00,74.90,0.00,0,63.21,7.49,69.90,42.45,76.40,632.11
2727,王品,189009,0,0.00,0.00,0.00,217.50,0.00,0,18.90,21.75,212.50,113.75,221.85,189.01
2731,雄獅,316390,0,0.00,0.00,0.00,170.50,0.00,0,31.64,17.05,165.50,90.25,173.91,316.39
2739,寒舍,44059,0,0.00,0.00,0.00,34.35,0.00,0,4.41,3.44,29.35,22.18,35.04,44.06
2748,雲品,126689,0,0.00,0.00,0.00,41.20,0.00,0,12.67,4.12,36.20,25.60,42.02,126.69
2753,八方雲集,123070,0,0.00,0.00,0.00,182.00,0.00,0,12.31,18.20,177.00,96.00,185.64,123.07
2762,世界健身-KY,48650,0,0.00,0.00,0.00,73.50,0.00,0,4.87,7.35,68.50,41.75,74.97,48.65
2801,彰銀,12962133,0,0.00,0.00,0.00,20.20,0.00,0,1296.21,2.02,15.20,15.10,20.60,12962.13
2812,台中銀,11187990,0,0.00,0.00,0.00,20.30,0.00,0,1118.80,2.03,15.30,15.15,20.71,11187.99
2816,旺旺保,112452,0,0.00,0.00,0.00,28.70,0.00,0,11.25,2.87,23.70,19.35,29.27,112.45
2820,華票,1431761,0,0.00,0.00,0.00,16.30,0.00,0,143.18,1.63,11.30,13.15,16.63,1431.76
2832,台產,103578,0,0.00,0.00,0.00,49.20,0.00,0,10.36,4.92,44.20,29.60,50.18,103.58
2834,臺企銀,13219609,0,0.00,0.00,0.00,15.60,0.00,0,1321.96,1.56,10.60,12.80,15.91,13219.61
2836,高雄銀,1066094,0,0.00,0.00,0.00,12.00,0.00,0,106.61,1.20,7.00,11.00,12.24,1066.09
2836A,高雄銀甲特,19000,0,0.00,0.00,0.00,23.70,0.00,0,1.90,2.37,18.70,16.85,24.17,19.00
2838,聯邦銀,841710,0,0.00,0.00,0.00,18.40,0.00,0,84.17,1.84,13.40,14.20,18.77,841.71
2838A,聯邦銀甲特,22219,0,0.00,0.00,0.00,54.30,0.00,0,2.22,5.43,49.30,32.15,55.39,22.22
2845,遠東銀,3846900,0,0.00,0.00,0.00,12.55,0.00,0,384.69,1.26,7.55,11.28,12.80,3846.90
2849,安泰銀,79284,0,0.00,0.00,0.00,13.25,0.00,0,7.93,1.32,8.25,11.62,13.52,79.28
2850,新產,201735,0,0.00,0.00,0.00,115.00,0.00,0,20.17,11.50,110.00,62.50,117.30,201.74
2851,中再保,441415,0,0.00,0.00,0.00,26.75,0.00,0,44.14,2.67,21.75,18.38,27.29,441.42
2852,第一保,428501,0,0.00,0.00,0.00,27.30,0.00,0,42.85,2.73,22.30,18.65,27.85,428.50
2855,統一證,4548673,0,0.00,0.00,0.00,29.10,0.00,0,454.87,2.91,24.10,19.55,29.68,4548.67
2867,三商壽,19867665,0,0.00,0.00,0.00,7.85,0.00,0,1986.77,0.78,2.85,8.93,8.01,19867.67
2880,華南金,8866441,0,0.00,0.00,0.00,32.70,0.00,0,886.64,3.27,27.70,21.35,33.35,8866.44
2881,富邦金,14196688,0,0.00,0.00,0.00,93.10,0.00,0,1419.67,9.31,88.10,51.55,94.96,14196.69
2881A,富邦特,20438,0,0.00,0.00,0.00,63.20,0.00,0,2.04,6.32,58.20,36.60,64.46,20.44
2881B,富邦金乙特,30092,0,0.00,0.00,0.00,61.60,0.00,0,3.01,6.16,56.60,35.80,62.83,30.09
2881C,富邦金丙特,62297,0,0.00,0.00,0.00,52.00,0.00,0,6.23,5.20,47.00,31.00,53.04,62.30
2882,國泰金,18695497,0,0.00,0.00,0.00,76.40,0.00,0,1869.55,7.64,71.40,43.20,77.93,18695.50
2882A,國泰特,75500,0,0.00,0.00,0.00,60.70,0.00,0,7.55,6.07,55.70,35.35,61.91,75.50
2882B,國泰金乙特,37317,0,0.00,0.00,0.00,59.90,0.00,0,3.73,5.99,54.90,34.95,61.10,37.32
2883,凱基金,71262735,0,0.00,0.00,0.00,17.75,0.00,0,7126.27,1.77,12.75,13.88,18.11,71262.74
2883B,凱基金乙特,601643,0,0.00,0.00,0.00,7.85,0.00,0,60.16,0.78,2.85,8.93,8.01,601.64
2884,玉山金,30229933,0,0.00,0.00,0.00,33.00,0.00,0,3022.99,3.30,28.00,21.50,33.66,30229.93
2885,元大金,19879395,0,0.00,0.00,0.00,41.20,0.00,0,1987.94,4.12,36.20,25.60,42.02,19879.40
2886,兆豐金,23947019,0,0.00,0.00,0.00,39.45,0.00,0,2394.70,3.95,34.45,24.73,40.24,23947.02
2887,台新新光金,80180865,0,0.00,0.00,0.00,22.10,0.00,0,8018.09,2.21,17.10,16.05,22.54,80180.87
2887E,台新新光戊特一,109022,0,0.00,0.00,0.00,49.90,0.00,0,10.90,4.99,44.90,29.95,50.90,109.02
2887F,台新新光戊特二,18259,0,0.00,0.00,0.00,46.80,0.00,0,1.83,4.68,41.80,28.40,47.74,18.26
2887G,台新新光庚特一,63212,0,0.00,0.00,0.00,39.70,0.00,0,6.32,3.97,34.70,24.85,40.49,63.21
2887H,台新新光庚特二,27360,0,0.00,0.00,0.00,39.50,0.00,0,2.74,3.95,34.50,24.75,40.29,27.36
2887I,台新新光辛特,10844161,0,0.00,0.00,0.00,9.26,0.00,0,1084.42,0.93,4.26,9.63,9.45,10844.16
2887Z1,台新新光己特,11129,0,0.00,0.00,0.00,16.50,0.00,0,1.11,1.65,11.50,13.25,16.83,11.13
2889,國票金,2535268,0,0.00,0.00,0.00,16.60,0.00,0,253.53,1.66,11.60,13.30,16.93,2535.27
2890,永豐金,17347008,0,0.00,0.00,0.00,28.80,0.00,0,1734.70,2.88,23.80,19.40,29.38,17347.01
2891,中信金,26762656,0,0.00,0.00,0.00,50.10,0.00,0,2676.27,5.01,45.10,30.05,51.10,26762.66
2891B,中信金乙特,35938,0,0.00,0.00,0.00,63.60,0.00,0,3.59,6.36,58.60,36.80,64.87,35.94
2891C,中信金丙特,14029,0,0.00,0.00,0.00,60.00,0.00,0,1.40,6.00,55.00,35.00,61.20,14.03
2892,第一金,15982900,0,0.00,0.00,0.00,29.00,0.00,0,1598.29,2.90,24.00,19.50,29.58,15982.90
2897,王道銀行,3351609,0,0.00,0.00,0.00,9.10,0.00,0,335.16,0.91,4.10,9.55,9.28,3351.61
2897B,王道銀乙特,25193,0,0.00,0.00,0.00,11.75,0.00,0,2.52,1.18,6.75,10.88,11.98,25.19
2901,欣欣,4764,0,0.00,0.00,0.00,24.50,0.00,0,0.48,2.45,19.50,17.25,24.99,4.76
2903,遠百,1780251,0,0.00,0.00,0.00,21.90,0.00,0,178.03,2.19,16.90,15.95,22.34,1780.25
2904,匯僑,26623,0,0.00,0.00,0.00,17.10,0.00,0,2.66,1.71,12.10,13.55,17.44,26.62
2905,三商,1153867,0,0.00,0.00,0.00,15.65,0.00,0,115.39,1.56,10.65,12.82,15.96,1153.87
2906,高林,114270,0,0.00,0.00,0.00,12.45,0.00,0,11.43,1.24,7.45,11.22,12.70,114.27
2908,特力,66508,0,0.00,0.00,0.00,20.20,0.00,0,6.65,2.02,15.20,15.10,20.60,66.51
2910,統領,9001,0,0.00,0.00,0.00,20.75,0.00,0,0.90,2.08,15.75,15.38,21.16,9.00
2911,麗嬰房,72446,0,0.00,0.00,0.00,5.15,0.00,0,7.24,0.52,0.15,7.58,5.25,72.45
2912,統一超,3301218,0,0.00,0.00,0.00,211.00,0.00,0,330.12,21.10,206.00,110.50,215.22,3301.22
2913,農林,3220083,0,0.00,0.00,0.00,13.15,0.00,0,322.01,1.31,8.15,11.57,13.41,3220.08
2915,潤泰全,1703287,0,0.00,0.00,0.00,51.20,0.00,0,170.33,5.12,46.20,30.60,52.22,1703.29
2923,鼎固-KY,29137,0,0.00,0.00,0.00,19.20,0.00,0,2.91,1.92,14.20,14.60,19.58,29.14
2929,淘帝-KY,220807,0,0.00,0.00,0.00,7.70,0.00,0,22.08,0.77,2.70,8.85,7.85,220.81
2939,永邑-KY,29010,0,0.00,0.00,0.00,21.45,0.00,0,2.90,2.15,16.45,15.72,21.88,29.01
2945,三商家購,150143,0,0.00,0.00,0.00,42.35,0.00,0,15.01,4.24,37.35,26.18,43.20,150.14
3002,歐格,318023,0,0.00,0.00,0.00,22.75,0.00,0,31.80,2.27,17.75,16.38,23.21,318.02
3003,健和興,245128,0,0.00,0.00,0.00,49.55,0.00,0,24.51,4.96,44.55,29.77,50.54,245.13
3004,豐達科,449209,0,0.00,0.00,0.00,115.00,0.00,0,44.92,11.50,110.00,62.50,117.30,449.21
3005,神基,3498572,0,0.00,0.00,0.00,115.00,0.00,0,349.86,11.50,110.00,62.50,117.30,3498.57
3006,晶豪科,27276977,0,0.00,0.00,0.00,141.50,0.00,0,2727.70,14.15,136.50,75.75,144.33,27276.98
3008,大立光,679874,0,0.00,0.00,0.00,2440.00,0.00,0,67.99,244.00,2435.00,1225.00,2488.80,679.87
3010,華立,3239811,0,0.00,0.00,0.00,117.50,0.00,0,323.98,11.75,112.50,63.75,119.85,3239.81
3011,今皓,5148037,0,0.00,0.00,0.00,14.25,0.00,0,514.80,1.43,9.25,12.12,14.54,5148.04
3013,晟銘電,1534225,0,0.00,0.00,0.00,118.00,0.00,0,153.42,11.80,113.00,64.00,120.36,1534.22
3014,聯陽,1903340,0,0.00,0.00,0.00,118.50,0.00,0,190.33,11.85,113.50,64.25,120.87,1903.34
3015,全漢,460828,0,0.00,0.00,0.00,54.80,0.00,0,46.08,5.48,49.80,32.40,55.90,460.83
3016,嘉晶,12661232,0,0.00,0.00,0.00,64.50,0.00,0,1266.12,6.45,59.50,37.25,65.79,12661.23
3017,奇鋐,4113584,0,0.00,0.00,0.00,1365.00,0.00,0,411.36,136.50,1360.00,687.50,1392.30,4113.58
3018,隆銘綠能,4641,0,0.00,0.00,0.00,11.70,0.00,0,0.46,1.17,6.70,10.85,11.93,4.64
3019,亞光,20257470,0,0.00,0.00,0.00,150.50,0.00,0,2025.75,15.05,145.50,80.25,153.51,20257.47
3021,鴻名,96764,0,0.00,0.00,0.00,18.35,0.00,0,9.68,1.84,13.35,14.18,18.72,96.76
3022,威強電,471071,0,0.00,0.00,0.00,66.50,0.00,0,47.11,6.65,61.50,38.25,67.83,471.07
3023,信邦,4131057,0,0.00,0.00,0.00,193.50,0.00,0,413.11,19.35,188.50,101.75,197.37,4131.06
3024,憶聲,1108332,0,0.00,0.00,0.00,11.10,0.00,0,110.83,1.11,6.10,10.55,11.32,1108.33
3025,星通,1650299,0,0.00,0.00,0.00,69.90,0.00,0,165.03,6.99,64.90,39.95,71.30,1650.30
3026,禾伸堂,1614835,0,0.00,0.00,0.00,106.50,0.00,0,161.48,10.65,101.50,58.25,108.63,1614.84
3027,盛達,670100,0,0.00,0.00,0.00,26.20,0.00,0,67.01,2.62,21.20,18.10,26.72,670.10
3028,增你強,1693078,0,0.00,0.00,0.00,40.60,0.00,0,169.31,4.06,35.60,25.30,41.41,1693.08
3029,零壹,1881931,0,0.00,0.00,0.00,112.00,0.00,0,188.19,11.20,107.00,61.00,114.24,1881.93
3030,德律,3316418,0,0.00,0.00,0.00,181.00,0.00,0,331.64,18.10,176.00,95.50,184.62,3316.42
3031,佰鴻,491205,0,0.00,0.00,0.00,20.20,0.00,0,49.12,2.02,15.20,15.10,20.60,491.20
3032,偉訓,1186616,0,0.00,0.00,0.00,72.00,0.00,0,118.66,7.20,67.00,41.00,73.44,1186.62
3033,威健,1521501,0,0.00,0.00,0.00,30.50,0.00,0,152.15,3.05,25.50,20.25,31.11,1521.50
3034,聯詠,5058373,0,0.00,0.00,0.00,388.50,0.00,0,505.84,38.85,383.50,199.25,396.27,5058.37
3035,智原,2808851,0,0.00,0.00,0.00,172.50,0.00,0,280.89,17.25,167.50,91.25,175.95,2808.85
3036,文曄,5061816,0,0.00,0.00,0.00,144.00,0.00,0,506.18,14.40,139.00,77.00,146.88,5061.82
3036A,文曄甲特,222902,0,0.00,0.00,0.00,51.70,0.00,0,22.29,5.17,46.70,30.85,52.73,222.90
3037,欣興,43059381,0,0.00,0.00,0.00,318.00,0.00,0,4305.94,31.80,313.00,164.00,324.36,43059.38
3038,全台,341696,0,0.00,0.00,0.00,23.95,0.00,0,34.17,2.40,18.95,16.98,24.43,341.70
3040,遠見,349952,0,0.00,0.00,0.00,48.05,0.00,0,35.00,4.80,43.05,29.02,49.01,349.95
3041,揚智,9789031,0,0.00,0.00,0.00,28.00,0.00,0,978.90,2.80,23.00,19.00,28.56,9789.03
3042,晶技,993536,0,0.00,0.00,0.00,88.20,0.00,0,99.35,8.82,83.20,49.10,89.96,993.54
3043,科風,214054,0,0.00,0.00,0.00,24.10,0.00,0,21.41,2.41,19.10,17.05,24.58,214.05
3044,健鼎,10297862,0,0.00,0.00,0.00,354.00,0.00,0,1029.79,35.40,349.00,182.00,361.08,10297.86
3045,台灣大,5640075,0,0.00,0.00,0.00,107.00,0.00,0,564.01,10.70,102.00,58.50,109.14,5640.07
3046,建碁,269579,0,0.00,0.00,0.00,53.70,0.00,0,26.96,5.37,48.70,31.85,54.77,269.58
3047,訊舟,2313778,0,0.00,0.00,0.00,19.65,0.00,0,231.38,1.96,14.65,14.82,20.04,2313.78
3048,益登,2571506,0,0.00,0.00,0.00,40.50,0.00,0,257.15,4.05,35.50,25.25,41.31,2571.51
3049,精金,17570255,0,0.00,0.00,0.00,9.02,0.00,0,1757.03,0.90,4.02,9.51,9.20,17570.26
3050,鈺德,915322,0,0.00,0.00,0.00,14.35,0.00,0,91.53,1.44,9.35,12.18,14.64,915.32
3051,力特,2293257,0,0.00,0.00,0.00,26.50,0.00,0,229.33,2.65,21.50,18.25,27.03,2293.26
3052,夆典,340245,0,0.00,0.00,0.00,11.60,0.00,0,34.02,1.16,6.60,10.80,11.83,340.25
3054,立萬利,112012,0,0.00,0.00,0.00,29.60,0.00,0,11.20,2.96,24.60,19.80,30.19,112.01
3055,蔚華科,209280,0,0.00,0.00,0.00,70.50,0.00,0,20.93,7.05,65.50,40.25,71.91,209.28
3056,富華新,2094868,0,0.00,0.00,0.00,17.25,0.00,0,209.49,1.73,12.25,13.62,17.59,2094.87
3057,喬鼎,232594,0,0.00,0.00,0.00,18.05,0.00,0,23.26,1.81,13.05,14.03,18.41,232.59
3058,立德,2085587,0,0.00,0.00,0.00,10.50,0.00,0,208.56,1.05,5.50,10.25,10.71,2085.59
3059,華晶科,5973242,0,0.00,0.00,0.00,42.35,0.00,0,597.32,4.24,37.35,26.18,43.20,5973.24
3060,銘異,4109807,0,0.00,0.00,0.00,31.95,0.00,0,410.98,3.19,26.95,20.98,32.59,4109.81
3062,建漢,8526078,0,0.00,0.00,0.00,26.60,0.00,0,852.61,2.66,21.60,18.30,27.13,8526.08
3090,日電貿,2976821,0,0.00,0.00,0.00,99.50,0.00,0,297.68,9.95,94.50,54.75,101.49,2976.82
3092,鴻碩,1146936,0,0.00,0.00,0.00,24.40,0.00,0,114.69,2.44,19.40,17.20,24.89,1146.94
3094,聯傑,576617,0,0.00,0.00,0.00,26.05,0.00,0,57.66,2.60,21.05,18.02,26.57,576.62
3130,一零四,23413,0,0.00,0.00,0.00,222.00,0.00,0,2.34,22.20,217.00,116.00,226.44,23.41
3135,凌航,4632379,0,0.00,0.00,0.00,118.50,0.00,0,463.24,11.85,113.50,64.25,120.87,4632.38
3138,耀登,1738434,0,0.00,0.00,0.00,176.00,0.00,0,173.84,17.60,171.00,93.00,179.52,1738.43
3149,正達,17607261,0,0.00,0.00,0.00,56.50,0.00,0,1760.73,5.65,51.50,33.25,57.63,17607.26
3150,鈺寶-創,97000,0,0.00,0.00,0.00,19.05,0.00,0,9.70,1.91,14.05,14.53,19.43,97.00
3164,景岳,243998,0,0.00,0.00,0.00,17.85,0.00,0,24.40,1.79,12.85,13.93,18.21,244.00
3167,大量,8841052,0,0.00,0.00,0.00,227.00,0.00,0,884.11,22.70,222.00,118.50,231.54,8841.05
3168,眾福科,29050,0,0.00,0.00,0.00,40.80,0.00,0,2.90,4.08,35.80,25.40,41.62,29.05
3189,景碩,21470613,0,0.00,0.00,0.00,205.50,0.00,0,2147.06,20.55,200.50,107.75,209.61,21470.61
3209,全科,706119,0,0.00,0.00,0.00,33.45,0.00,0,70.61,3.35,28.45,21.73,34.12,706.12
3229,晟鈦,105263,0,0.00,0.00,0.00,22.55,0.00,0,10.53,2.25,17.55,16.27,23.00,105.26
3231,緯創,29443636,0,0.00,0.00,0.00,135.50,0.00,0,2944.36,13.55,130.50,72.75,138.21,29443.64
3257,虹冠電,1138550,0,0.00,0.00,0.00,70.50,0.00,0,113.86,7.05,65.50,40.25,71.91,1138.55
3266,昇陽,43635,0,0.00,0.00,0.00,13.85,0.00,0,4.36,1.39,8.85,11.93,14.13,43.63
3296,勝德,199876,0,0.00,0.00,0.00,24.90,0.00,0,19.99,2.49,19.90,17.45,25.40,199.88
3305,昇貿,17706151,0,0.00,0.00,0.00,122.00,0.00,0,1770.62,12.20,117.00,66.00,124.44,17706.15
3308,聯德,293301,0,0.00,0.00,0.00,23.05,0.00,0,29.33,2.31,18.05,16.52,23.51,293.30
3311,閎暉,199986,0,0.00,0.00,0.00,33.45,0.00,0,20.00,3.35,28.45,21.73,34.12,199.99
3312,弘憶股,3055788,0,0.00,0.00,0.00,40.85,0.00,0,305.58,4.08,35.85,25.43,41.67,3055.79
3321,同泰,391036,0,0.00,0.00,0.00,18.85,0.00,0,39.10,1.89,13.85,14.43,19.23,391.04
3338,泰碩,1412111,0,0.00,0.00,0.00,56.30,0.00,0,141.21,5.63,51.30,33.15,57.43,1412.11
3346,麗清,748973,0,0.00,0.00,0.00,22.35,0.00,0,74.90,2.24,17.35,16.18,22.80,748.97
3356,奇偶,1773585,0,0.00,0.00,0.00,51.20,0.00,0,177.36,5.12,46.20,30.60,52.22,1773.59
3376,新日興,4111708,0,0.00,0.00,0.00,220.50,0.00,0,411.17,22.05,215.50,115.25,224.91,4111.71
3380,明泰,5458637,0,0.00,0.00,0.00,34.55,0.00,0,545.86,3.45,29.55,22.27,35.24,5458.64
3406,玉晶光,1480257,0,0.00,0.00,0.00,465.50,0.00,0,148.03,46.55,460.50,237.75,474.81,1480.26
3413,京鼎,1082706,0,0.00,0.00,0.00,280.50,0.00,0,108.27,28.05,275.50,145.25,286.11,1082.71
3416,融程電,282637,0,0.00,0.00,0.00,151.00,0.00,0,28.26,15.10,146.00,80.50,154.02,282.64
3419,譁裕,464227,0,0.00,0.00,0.00,14.70,0.00,0,46.42,1.47,9.70,12.35,14.99,464.23
3432,台端,234334,0,0.00,0.00,0.00,17.00,0.00,0,23.43,1.70,12.00,13.50,17.34,234.33
3437,榮創,582241,0,0.00,0.00,0.00,15.25,0.00,0,58.22,1.52,10.25,12.62,15.55,582.24
3443,創意,3266890,0,0.00,0.00,0.00,2600.00,0.00,0,326.69,260.00,2595.00,1305.00,2652.00,3266.89
3447,展達,299887,0,0.00,0.00,0.00,46.65,0.00,0,29.99,4.67,41.65,28.32,47.58,299.89
3450,聯鈞,6026213,0,0.00,0.00,0.00,246.00,0.00,0,602.62,24.60,241.00,128.00,250.92,6026.21
3454,晶睿,88231,0,0.00,0.00,0.00,99.00,0.00,0,8.82,9.90,94.00,54.50,100.98,88.23
3481,群創,451933019,0,0.00,0.00,0.00,24.05,0.00,0,45193.30,2.41,19.05,17.02,24.53,451933.02
3494,誠研,614690,0,0.00,0.00,0.00,9.40,0.00,0,61.47,0.94,4.40,9.70,9.59,614.69
3501,維熹,1551533,0,0.00,0.00,0.00,55.80,0.00,0,155.15,5.58,50.80,32.90,56.92,1551.53
3504,揚明光,705017,0,0.00,0.00,0.00,57.20,0.00,0,70.50,5.72,52.20,33.60,58.34,705.02
3515,華擎,257931,0,0.00,0.00,0.00,227.00,0.00,0,25.79,22.70,222.00,118.50,231.54,257.93
3518,柏騰,470163,0,0.00,0.00,0.00,22.50,0.00,0,47.02,2.25,17.50,16.25,22.95,470.16
3528,安馳,105478,0,0.00,0.00,0.00,69.10,0.00,0,10.55,6.91,64.10,39.55,70.48,105.48
3530,晶相光,336448,0,0.00,0.00,0.00,74.50,0.00,0,33.64,7.45,69.50,42.25,75.99,336.45
3532,台勝科,14116693,0,0.00,0.00,0.00,140.00,0.00,0,1411.67,14.00,135.00,75.00,142.80,14116.69
3533,嘉澤,2506280,0,0.00,0.00,0.00,1435.00,0.00,0,250.63,143.50,1430.00,722.50,1463.70,2506.28
3535,晶彩科,7778088,0,0.00,0.00,0.00,98.80,0.00,0,777.81,9.88,93.80,54.40,100.78,7778.09
3543,州巧,6094633,0,0.00,0.00,0.00,48.35,0.00,0,609.46,4.83,43.35,29.18,49.32,6094.63
3545,敦泰,1487598,0,0.00,0.00,0.00,55.10,0.00,0,148.76,5.51,50.10,32.55,56.20,1487.60
3550,聯穎,4849623,0,0.00,0.00,0.00,15.20,0.00,0,484.96,1.52,10.20,12.60,15.50,4849.62
3557,嘉威,81463,0,0.00,0.00,0.00,35.75,0.00,0,8.15,3.58,30.75,22.88,36.47,81.46
3563,牧德,1292742,0,0.00,0.00,0.00,501.00,0.00,0,129.27,50.10,496.00,255.50,511.02,1292.74
3576,聯合再生,10069558,0,0.00,0.00,0.00,10.50,0.00,0,1006.96,1.05,5.50,10.25,10.71,10069.56
3583,辛耘,430033,0,0.00,0.00,0.00,324.50,0.00,0,43.00,32.45,319.50,167.25,330.99,430.03
3588,通嘉,646476,0,0.00,0.00,0.00,54.30,0.00,0,64.65,5.43,49.30,32.15,55.39,646.48
3591,艾笛森,669587,0,0.00,0.00,0.00,19.85,0.00,0,66.96,1.99,14.85,14.93,20.25,669.59
3592,瑞鼎,927843,0,0.00,0.00,0.00,237.00,0.00,0,92.78,23.70,232.00,123.50,241.74,927.84
3593,力銘,20033,0,0.00,0.00,0.00,11.75,0.00,0,2.00,1.18,6.75,10.88,11.98,20.03
3596,智易,1140160,0,0.00,0.00,0.00,181.00,0.00,0,114.02,18.10,176.00,95.50,184.62,1140.16
3605,宏致,1528225,0,0.00,0.00,0.00,62.70,0.00,0,152.82,6.27,57.70,36.35,63.95,1528.22
3607,谷崧,460576,0,0.00,0.00,0.00,14.95,0.00,0,46.06,1.49,9.95,12.47,15.25,460.58
3617,碩天,313883,0,0.00,0.00,0.00,190.50,0.00,0,31.39,19.05,185.50,100.25,194.31,313.88
3622,洋華,1273177,0,0.00,0.00,0.00,68.20,0.00,0,127.32,6.82,63.20,39.10,69.56,1273.18
3645,達邁,17331280,0,0.00,0.00,0.00,66.40,0.00,0,1733.13,6.64,61.40,38.20,67.73,17331.28
3652,精聯,46100,0,0.00,0.00,0.00,28.50,0.00,0,4.61,2.85,23.50,19.25,29.07,46.10
3653,健策,1788030,0,0.00,0.00,0.00,2730.00,0.00,0,178.80,273.00,2725.00,1370.00,2784.60,1788.03
3661,世芯-KY,1806705,0,0.00,0.00,0.00,3410.00,0.00,0,180.67,341.00,3405.00,1710.00,3478.20,1806.70
3665,貿聯-KY,1925319,0,0.00,0.00,0.00,1385.00,0.00,0,192.53,138.50,1380.00,697.50,1412.70,1925.32
3669,圓展,95735,0,0.00,0.00,0.00,38.20,0.00,0,9.57,3.82,33.20,24.10,38.96,95.73
3673,TPK-KY,1105461,0,0.00,0.00,0.00,42.00,0.00,0,110.55,4.20,37.00,26.00,42.84,1105.46
3679,新至陞,74932,0,0.00,0.00,0.00,114.00,0.00,0,7.49,11.40,109.00,62.00,116.28,74.93
3686,達能,393744,0,0.00,0.00,0.00,19.35,0.00,0,39.37,1.94,14.35,14.68,19.74,393.74
3694,海華,5726706,0,0.00,0.00,0.00,60.80,0.00,0,572.67,6.08,55.80,35.40,62.02,5726.71
3701,大眾控,3119534,0,0.00,0.00,0.00,51.00,0.00,0,311.95,5.10,46.00,30.50,52.02,3119.53
3702,大聯大,4407987,0,0.00,0.00,0.00,62.80,0.00,0,440.80,6.28,57.80,36.40,64.06,4407.99
3703,欣陸,441283,0,0.00,0.00,0.00,23.20,0.00,0,44.13,2.32,18.20,16.60,23.66,441.28
3704,合勤控,8060755,0,0.00,0.00,0.00,38.00,0.00,0,806.08,3.80,33.00,24.00,38.76,8060.76
3705,永信,361373,0,0.00,0.00,0.00,56.40,0.00,0,36.14,5.64,51.40,33.20,57.53,361.37
3706,神達,7619996,0,0.00,0.00,0.00,82.70,0.00,0,762.00,8.27,77.70,46.35,84.35,7620.00
3708,上緯投控,1473855,0,0.00,0.00,0.00,122.00,0.00,0,147.39,12.20,117.00,66.00,124.44,1473.86
3711,日月光投控,15664949,0,0.00,0.00,0.00,306.00,0.00,0,1566.49,30.60,301.00,158.00,312.12,15664.95
3712,永崴投控,1183084,0,0.00,0.00,0.00,27.50,0.00,0,118.31,2.75,22.50,18.75,28.05,1183.08
3714,富采,9641473,0,0.00,0.00,0.00,35.40,0.00,0,964.15,3.54,30.40,22.70,36.11,9641.47
3715,定穎投控,65778609,0,0.00,0.00,0.00,141.00,0.00,0,6577.86,14.10,136.00,75.50,143.82,65778.61
